timestamp,input_raw,input_normalized,true_label,predicted_label,confidence,desc
2025-12-04T07:27:36.468481,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:36.474138,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:36.624650,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:36.635414,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:36.640824,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:36.753425,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:36.764206,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:36.769568,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:36.881968,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:36.892702,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:36.898011,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:37.009765,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:37.020433,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:37.025781,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:37.138905,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:37.149598,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:37.154944,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:37.267062,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:37.277741,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:37.283165,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:37.395184,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:37.405870,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:37.411239,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
2025-12-04T07:27:37.523110,select-string -path c:\logs\security.log -pattern 'failed logon',select-string -path c:\logs\security.log -pattern 'failed logon',Benign,T1562,0.6467725038528442,Searching Logs (Safe Pattern)
2025-12-04T07:27:37.533905,reg export hklm\system c:\users\public\system.reg /y,reg export hklm\system c:\users\public\system.reg /y,T1003.002,Benign,0.9783726334571838,Exporting SYSTEM Hive (Malicious)
2025-12-04T07:27:37.539274,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.507283091545105,PowerShell Wrapped Security Dump
