timestamp,input_raw,input_normalized,true_label,predicted_label,confidence,desc
2025-12-04T07:24:52.047924,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.058437,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.063701,tasklist   /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.175022,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.185427,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.190680,tasklist   /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.301439,c:\windows\system32\svchost.exe   -k localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.311901,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.317120,tasklist /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.428249,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.438684,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.443866,tasklist /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.554471,c:\windows\system32\svchost.exe  -k localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.564879,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.570082,tasklist /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.680863,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.691768,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.697002,tasklist /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.807830,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.818258,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.823487,tasklist   /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:52.934172,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall   -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:52.944585,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
2025-12-04T07:24:52.949768,tasklist /v,tasklist /v,Benign,Benign,0.853132426738739,System Noise (Process List)
2025-12-04T07:24:53.060704,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall -p,Benign,Benign,0.4413756728172302,OS Process Startup (Svchost)
2025-12-04T07:24:53.071117,notepad.exe,notepad.exe,Benign,Benign,0.8212926387786865,System Noise (Simple App)
