timestamp,input_raw,input_normalized,true_label,predicted_label,confidence,desc
2025-11-29T00:13:33.298516,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:33.422404,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:33.546279,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:33.599829,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall   -p,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall   -p,Benign,Benign,0.7584209442138672,OS Process Startup (Svchost)
2025-11-29T00:13:33.637132,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:33.669876,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:33.791382,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:33.880801,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:33.912452,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.002248,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:34.033856,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.086613,c:\windows\system32\svchost.exe   -k localservicenonetworkfirewall   -p,c:\windows\system32\svchost.exe   -k localservicenonetworkfirewall   -p,Benign,Benign,0.7349058389663696,OS Process Startup (Svchost)
2025-11-29T00:13:34.155163,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.245820,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:34.277615,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.367079,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:34.398740,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.488436,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:34.520519,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.641743,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.694042,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall   -p,c:\windows\system32\svchost.exe -k localservicenonetworkfirewall   -p,Benign,Benign,0.8577021956443787,OS Process Startup (Svchost)
2025-11-29T00:13:34.762665,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:34.815041,c:\windows\system32\svchost.exe   -k   localservicenonetworkfirewall -p,c:\windows\system32\svchost.exe   -k   localservicenonetworkfirewall -p,Benign,Benign,0.8380866050720215,OS Process Startup (Svchost)
2025-11-29T00:13:34.852042,set-mppreference -disablerealtimemonitoring $true,set-mppreference -disablerealtimemonitoring $true,T1562,T1562,0.8423730134963989,Disable Realtime Monitoring
2025-11-29T00:13:34.883611,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:35.005054,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
2025-11-29T00:13:35.057665,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall  -p,c:\windows\system32\svchost.exe -k  localservicenonetworkfirewall  -p,Benign,Benign,0.8922064304351807,OS Process Startup (Svchost)
2025-11-29T00:13:35.126074,settokenpriv::enableprivilege(sebackupprivilege),settokenpriv::enableprivilege(sebackupprivilege),T1134,T1134,0.7123761177062988,Enable SeBackupPrivilege
