timestamp,input_raw,input_normalized,true_label,predicted_label,confidence,desc
2025-11-25T09:55:47.855855,"powershell  -nop  -c ""reg save hklm\security security.hive""","powershell  -nop  -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9726324677467346,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.003819,"powershell -nop   -c ""reg save hklm\security security.hive""","powershell -nop   -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9754761457443237,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.114788,"powershell -nop  -c ""reg save hklm\security security.hive""","powershell -nop  -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9557579159736633,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.225432,"powershell -nop   -c   ""reg   save hklm\security security.hive""","powershell -nop   -c   ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9814159870147705,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.336229,"powershell -nop -c   ""reg save hklm\security security.hive""","powershell -nop -c   ""reg save hklm\security security.hive""",T1003.002,Benign,0.9801778197288513,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.446747,"powershell  -nop   -c   ""reg save hklm\security security.hive""","powershell  -nop   -c   ""reg save hklm\security security.hive""",T1003.002,Benign,0.9830074310302734,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.556533,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9020338654518127,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.666233,"powershell -nop -c  ""reg   save hklm\security security.hive""","powershell -nop -c  ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9884765148162842,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.774945,"powershell   -nop  -c ""reg save hklm\security security.hive""","powershell   -nop  -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.982223391532898,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.884160,"powershell -nop -c  ""reg save hklm\security   security.hive""","powershell -nop -c  ""reg save hklm\security   security.hive""",T1003.002,Benign,0.9897835850715637,PowerShell Wrapped Security Dump
2025-11-25T09:55:48.992812,"powershell -nop -c ""reg save   hklm\security   security.hive""","powershell -nop -c ""reg save   hklm\security   security.hive""",T1003.002,Benign,0.9905821084976196,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.101350,"powershell -nop -c ""reg   save hklm\security   security.hive""","powershell -nop -c ""reg   save hklm\security   security.hive""",T1003.002,Benign,0.990269660949707,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.210064,"powershell -nop -c ""reg   save hklm\security security.hive""","powershell -nop -c ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9876030087471008,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.319243,"powershell -nop  -c  ""reg save hklm\security   security.hive""","powershell -nop  -c  ""reg save hklm\security   security.hive""",T1003.002,Benign,0.9897685050964355,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.428472,"powershell -nop -c   ""reg save hklm\security security.hive""","powershell -nop -c   ""reg save hklm\security security.hive""",T1003.002,Benign,0.9801778197288513,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.537338,"powershell -nop -c ""reg save hklm\security   security.hive""","powershell -nop -c ""reg save hklm\security   security.hive""",T1003.002,Benign,0.9889457821846008,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.645967,"powershell -nop -c   ""reg   save hklm\security security.hive""","powershell -nop -c   ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9886725544929504,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.754856,"powershell -nop -c ""reg  save hklm\security   security.hive""","powershell -nop -c ""reg  save hklm\security   security.hive""",T1003.002,Benign,0.991191565990448,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.863528,"powershell -nop -c ""reg save hklm\security   security.hive""","powershell -nop -c ""reg save hklm\security   security.hive""",T1003.002,Benign,0.9889457821846008,PowerShell Wrapped Security Dump
2025-11-25T09:55:49.974206,"powershell -nop  -c ""reg   save hklm\security   security.hive""","powershell -nop  -c ""reg   save hklm\security   security.hive""",T1003.002,Benign,0.9865404963493347,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.084353,"powershell -nop -c   ""reg   save hklm\security   security.hive""","powershell -nop -c   ""reg   save hklm\security   security.hive""",T1003.002,Benign,0.9862048029899597,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.194213,"powershell -nop -c ""reg   save hklm\security security.hive""","powershell -nop -c ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9876030087471008,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.303745,"powershell -nop -c ""reg save hklm\security   security.hive""","powershell -nop -c ""reg save hklm\security   security.hive""",T1003.002,Benign,0.9889457821846008,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.412668,"powershell -nop -c  ""reg  save hklm\security   security.hive""","powershell -nop -c  ""reg  save hklm\security   security.hive""",T1003.002,Benign,0.9909175038337708,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.521747,"powershell -nop -c ""reg  save hklm\security security.hive""","powershell -nop -c ""reg  save hklm\security security.hive""",T1003.002,Benign,0.9816734790802002,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.630775,"powershell -nop -c   ""reg save hklm\security   security.hive""","powershell -nop -c   ""reg save hklm\security   security.hive""",T1003.002,Benign,0.9900890588760376,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.740172,"powershell -nop   -c  ""reg save hklm\security   security.hive""","powershell -nop   -c  ""reg save hklm\security   security.hive""",T1003.002,Benign,0.986289381980896,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.851983,"powershell -nop -c ""reg save  hklm\security   security.hive""","powershell -nop -c ""reg save  hklm\security   security.hive""",T1003.002,Benign,0.9913457632064819,PowerShell Wrapped Security Dump
2025-11-25T09:55:50.962163,"powershell   -nop -c   ""reg   save hklm\security security.hive""","powershell   -nop -c   ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9789296984672546,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.071295,"powershell -nop -c ""reg save  hklm\security   security.hive""","powershell -nop -c ""reg save  hklm\security   security.hive""",T1003.002,Benign,0.9913457632064819,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.180616,"powershell -nop -c ""reg  save hklm\security security.hive""","powershell -nop -c ""reg  save hklm\security security.hive""",T1003.002,Benign,0.9816734790802002,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.290068,"powershell -nop  -c  ""reg save hklm\security security.hive""","powershell -nop  -c  ""reg save hklm\security security.hive""",T1003.002,Benign,0.977676510810852,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.399094,"powershell -nop -c ""reg save  hklm\security security.hive""","powershell -nop -c ""reg save  hklm\security security.hive""",T1003.002,Benign,0.9845905303955078,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.508028,"powershell -nop -c ""reg   save hklm\security security.hive""","powershell -nop -c ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9876030087471008,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.617014,"powershell -nop -c ""reg  save  hklm\security security.hive""","powershell -nop -c ""reg  save  hklm\security security.hive""",T1003.002,Benign,0.9894999861717224,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.726120,"powershell  -nop   -c  ""reg  save hklm\security security.hive""","powershell  -nop   -c  ""reg  save hklm\security security.hive""",T1003.002,Benign,0.9857476353645325,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.835457,"powershell -nop  -c ""reg save hklm\security  security.hive""","powershell -nop  -c ""reg save hklm\security  security.hive""",T1003.002,Benign,0.98155677318573,PowerShell Wrapped Security Dump
2025-11-25T09:55:51.944280,"powershell -nop  -c ""reg  save hklm\security  security.hive""","powershell -nop  -c ""reg  save hklm\security  security.hive""",T1003.002,Benign,0.989859402179718,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.053363,"powershell -nop -c ""reg   save hklm\security security.hive""","powershell -nop -c ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9876030087471008,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.162449,"powershell   -nop -c ""reg   save   hklm\security security.hive""","powershell   -nop -c ""reg   save   hklm\security security.hive""",T1003.002,Benign,0.9474198818206787,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.271523,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9020338654518127,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.380715,"powershell -nop -c   ""reg   save hklm\security security.hive""","powershell -nop -c   ""reg   save hklm\security security.hive""",T1003.002,Benign,0.9886725544929504,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.489595,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9020338654518127,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.598603,"powershell -nop -c  ""reg save hklm\security security.hive""","powershell -nop -c  ""reg save hklm\security security.hive""",T1003.002,Benign,0.9615705609321594,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.708101,"powershell -nop  -c ""reg   save   hklm\security security.hive""","powershell -nop  -c ""reg   save   hklm\security security.hive""",T1003.002,Benign,0.9728332757949829,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.817345,"powershell -nop -c ""reg save hklm\security security.hive""","powershell -nop -c ""reg save hklm\security security.hive""",T1003.002,Benign,0.9020338654518127,PowerShell Wrapped Security Dump
2025-11-25T09:55:52.926319,"powershell -nop -c  ""reg save hklm\security security.hive""","powershell -nop -c  ""reg save hklm\security security.hive""",T1003.002,Benign,0.9615705609321594,PowerShell Wrapped Security Dump
